                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.0351,                 2.0478,                 1.3947,                0.77386,                0.58333,                0.74434,                0.53466,                 1.5524,                 1.7695,                 1.3751,             1.1664e-05,             1.1664e-05,             1.1664e-05
                     13,                0.96673,                 2.5655,                 1.2299,                0.74727,                0.58333,                0.74415,                0.53464,                 1.5238,                 1.7837,                  1.359,             1.2584e-05,             1.2584e-05,             1.2584e-05
                     14,                 1.3797,                 2.4207,                 1.7914,                0.76665,                0.58333,                0.74312,                0.52637,                 1.5119,                 1.8137,                  1.354,             1.3479e-05,             1.3479e-05,             1.3479e-05
                     15,                0.81763,                 1.6948,                 1.1197,                 0.7899,                0.41667,                0.74164,                0.53949,                 1.5066,                 1.8301,                 1.3477,             1.4351e-05,             1.4351e-05,             1.4351e-05
                     16,                 1.0839,                  2.126,                 1.5173,                0.92728,                0.37327,                0.74167,                 0.5346,                 1.5189,                 1.8532,                 1.3558,             1.5199e-05,             1.5199e-05,             1.5199e-05
                     17,                0.82412,                 1.6473,                 1.1579,                0.92688,                0.37337,                0.65989,                0.49842,                 1.5203,                 1.8838,                 1.3591,             1.6024e-05,             1.6024e-05,             1.6024e-05
                     18,                 1.1216,                 1.6032,                 1.3436,                0.92688,                0.37337,                0.65989,                0.49842,                 1.5203,                 1.8838,                 1.3591,             1.6825e-05,             1.6825e-05,             1.6825e-05
                     19,                0.96987,                 1.6818,                 1.1624,                0.92619,                0.37338,                0.63233,                0.48466,                 1.5635,                 1.9788,                 1.3719,             1.7603e-05,             1.7603e-05,             1.7603e-05
                     20,                  1.016,                  1.602,                 1.3227,                0.92619,                0.37338,                0.63233,                0.48466,                 1.5635,                 1.9788,                 1.3719,             1.8357e-05,             1.8357e-05,             1.8357e-05
                     21,                 1.2489,                 2.7452,                 1.6402,                 0.9206,                0.37328,                0.60385,                0.46531,                 1.5946,                 2.0699,                 1.4056,             1.9088e-05,             1.9088e-05,             1.9088e-05
                     22,                 1.2755,                 2.4912,                 1.6765,                 0.9206,                0.37328,                0.60385,                0.46531,                 1.5946,                 2.0699,                 1.4056,             1.9795e-05,             1.9795e-05,             1.9795e-05
                     23,                0.93999,                 1.9044,                 1.4104,                0.91705,                0.37321,                0.59251,                0.46324,                 1.5955,                 2.1291,                 1.4128,             2.0478e-05,             2.0478e-05,             2.0478e-05
                     24,                 1.0485,                 2.1852,                 1.5333,                0.91705,                0.37321,                0.59251,                0.46324,                 1.5955,                 2.1291,                 1.4128,             2.1138e-05,             2.1138e-05,             2.1138e-05
                     25,                0.84303,                 1.6285,                  1.253,                0.91997,                0.37331,                0.58328,                0.44108,                 1.6179,                 2.2113,                 1.4432,             2.1774e-05,             2.1774e-05,             2.1774e-05
                     26,                0.96126,                 1.9001,                 1.3814,                0.91997,                0.37331,                0.58328,                0.44108,                 1.6179,                 2.2113,                 1.4432,             2.2387e-05,             2.2387e-05,             2.2387e-05
                     27,                0.87347,                 1.8977,                 1.3786,                0.91543,                0.37309,                0.57623,                0.44031,                 1.6466,                 2.2655,                 1.4739,             2.2976e-05,             2.2976e-05,             2.2976e-05
                     28,                 0.8145,                 1.1809,                  1.175,                0.91543,                0.37309,                0.57623,                0.44031,                 1.6466,                 2.2655,                 1.4739,             2.3542e-05,             2.3542e-05,             2.3542e-05
                     29,                0.91969,                 1.5286,                 1.2557,                0.91591,                0.37318,                0.57623,                0.44028,                 1.6502,                 2.2854,                 1.4857,             2.4084e-05,             2.4084e-05,             2.4084e-05
                     30,                 1.3006,                 2.5614,                  1.583,                0.91591,                0.37318,                0.57623,                0.44028,                 1.6502,                 2.2854,                 1.4857,             2.4602e-05,             2.4602e-05,             2.4602e-05
                     31,                0.93561,                 1.2652,                 1.2382,                0.91633,                0.37335,                0.57568,                0.43867,                 1.6794,                 2.3046,                 1.4966,             2.5097e-05,             2.5097e-05,             2.5097e-05
                     32,                0.64433,                 1.3436,                 1.1448,                0.91633,                0.37335,                0.57568,                0.43867,                 1.6794,                 2.3046,                 1.4966,             2.5568e-05,             2.5568e-05,             2.5568e-05
                     33,                0.90577,                 1.2079,                 1.4942,                0.91841,                0.37339,                0.46653,                0.33946,                  1.673,                 2.2954,                 1.5075,             2.6016e-05,             2.6016e-05,             2.6016e-05
                     34,                 0.9687,                 1.1519,                 1.2939,                0.91841,                0.37339,                0.46653,                0.33946,                  1.673,                 2.2954,                 1.5075,              2.644e-05,              2.644e-05,              2.644e-05
                     35,                0.94967,                 1.9636,                 1.3087,                0.91482,                0.37313,                0.45291,                0.31256,                 1.6702,                 2.2964,                 1.5036,             2.6841e-05,             2.6841e-05,             2.6841e-05
                     36,                0.82424,                 1.4595,                 1.2206,                0.91482,                0.37313,                0.45291,                0.31256,                 1.6702,                 2.2964,                 1.5036,             2.7218e-05,             2.7218e-05,             2.7218e-05
                     37,                0.73634,                 1.2907,                 1.1443,                 0.9175,                0.37324,                 0.4516,                0.30231,                 1.6816,                 2.3156,                 1.5132,             2.7572e-05,             2.7572e-05,             2.7572e-05
                     38,                0.47505,                0.96523,                0.96226,                 0.9175,                0.37324,                 0.4516,                0.30231,                 1.6816,                 2.3156,                 1.5132,             2.7902e-05,             2.7902e-05,             2.7902e-05
                     39,                0.80066,                0.90127,                 1.0907,                0.91536,                 0.3728,                0.45228,                0.30377,                 1.6854,                 2.3241,                 1.5135,             2.8208e-05,             2.8208e-05,             2.8208e-05
                     40,                0.65849,                0.77667,                  1.063,                0.91536,                 0.3728,                0.45228,                0.30377,                 1.6854,                 2.3241,                 1.5135,             2.8491e-05,             2.8491e-05,             2.8491e-05
                     41,                0.67483,                0.90955,                 1.0197,                0.91736,                0.37268,                0.45352,                0.30421,                 1.6964,                 2.3166,                 1.5226,              2.875e-05,              2.875e-05,              2.875e-05
                     42,                0.60907,                 1.7452,                 1.0773,                0.91736,                0.37268,                0.45352,                0.30421,                 1.6964,                 2.3166,                 1.5226,             2.8986e-05,             2.8986e-05,             2.8986e-05
                     43,                 1.0741,                 1.4058,                 1.3327,                0.91828,                0.37227,                0.44718,                0.32769,                 1.7066,                 2.3443,                 1.5256,             2.9198e-05,             2.9198e-05,             2.9198e-05
                     44,                0.91162,                0.88115,                 1.3417,                0.91828,                0.37227,                0.44718,                0.32769,                 1.7066,                 2.3443,                 1.5256,             2.9387e-05,             2.9387e-05,             2.9387e-05
                     45,                0.59862,                 0.7669,                0.99964,                0.94079,                0.39096,                0.45068,                0.32994,                 1.7219,                 2.3815,                 1.5249,             2.9552e-05,             2.9552e-05,             2.9552e-05
                     46,                0.73136,                  1.069,                 1.1673,                0.94079,                0.39096,                0.45068,                0.32994,                 1.7219,                 2.3815,                 1.5249,             2.9693e-05,             2.9693e-05,             2.9693e-05
                     47,                0.80578,                 1.7904,                 1.2547,                0.94206,                0.39354,                0.45684,                0.33123,                 1.7292,                 2.3233,                 1.5228,             2.9811e-05,             2.9811e-05,             2.9811e-05
                     48,                0.89181,                 1.5382,                 1.2497,                0.94206,                0.39354,                0.45684,                0.33123,                 1.7292,                 2.3233,                 1.5228,             2.9906e-05,             2.9906e-05,             2.9906e-05
                     49,                   0.88,                0.94973,                 1.3336,                0.94209,                0.39386,                0.45643,                0.33155,                 1.7293,                 2.3083,                 1.5183,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     50,                 0.7237,                 1.1699,                 1.2418,                0.94209,                0.39386,                0.45643,                0.33155,                 1.7293,                 2.3083,                 1.5183,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     51,                0.80994,                0.94773,                 1.1596,                0.94296,                0.39385,                0.46751,                0.32321,                 1.7301,                 2.3197,                 1.5197,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     52,                0.86021,                0.94321,                 1.2622,                0.94296,                0.39385,                0.46751,                0.32321,                 1.7301,                 2.3197,                 1.5197,             3.0048e-05,             3.0048e-05,             3.0048e-05
                     53,                0.65347,                0.72174,                 1.2008,                0.94296,                0.39385,                0.46751,                0.32321,                 1.7301,                 2.3197,                 1.5197,             3.0024e-05,             3.0024e-05,             3.0024e-05
                     54,                0.78739,                0.90259,                  1.245,                0.94379,                0.39627,                0.45917,                0.31623,                 1.7274,                 2.3104,                 1.5168,             2.9977e-05,             2.9977e-05,             2.9977e-05
                     55,                0.69695,                0.91606,                 1.0587,                0.94379,                0.39627,                0.45917,                0.31623,                 1.7274,                 2.3104,                 1.5168,             2.9907e-05,             2.9907e-05,             2.9907e-05
                     56,                 1.2113,                 1.8108,                 1.6263,                0.94379,                0.39627,                0.45917,                0.31623,                 1.7274,                 2.3104,                 1.5168,             2.9812e-05,             2.9812e-05,             2.9812e-05
                     57,                 1.0348,                 1.5544,                 1.3675,                0.94445,                0.39747,                0.42743,                0.31904,                 1.7329,                 2.3291,                   1.51,             2.9695e-05,             2.9695e-05,             2.9695e-05
                     58,                0.86089,                 1.5379,                 1.2975,                0.94445,                0.39747,                0.42743,                0.31904,                 1.7329,                 2.3291,                   1.51,             2.9554e-05,             2.9554e-05,             2.9554e-05
                     59,                0.73467,                0.78357,                 1.1618,                0.94445,                0.39747,                0.42743,                0.31904,                 1.7329,                 2.3291,                   1.51,             2.9389e-05,             2.9389e-05,             2.9389e-05
                     60,                 1.0768,                0.84149,                 1.5802,                0.94176,                0.39799,                0.42727,                0.31943,                 1.7925,                 2.3654,                 1.5508,               2.92e-05,               2.92e-05,               2.92e-05
                     61,                0.63749,                0.75408,                 1.1035,                0.94176,                0.39799,                0.42727,                0.31943,                 1.7925,                 2.3654,                 1.5508,             2.8988e-05,             2.8988e-05,             2.8988e-05
                     62,                0.70972,                0.93375,                 1.0623,                0.94176,                0.39799,                0.42727,                0.31943,                 1.7925,                 2.3654,                 1.5508,             2.8753e-05,             2.8753e-05,             2.8753e-05
                     63,                0.79646,                0.87712,                 1.1735,                0.94262,                0.39961,                0.42833,                0.32117,                 1.8205,                 2.4032,                 1.5815,             2.8494e-05,             2.8494e-05,             2.8494e-05
                     64,                0.66688,                0.72378,                 1.0964,                0.94262,                0.39961,                0.42833,                0.32117,                 1.8205,                 2.4032,                 1.5815,             2.8211e-05,             2.8211e-05,             2.8211e-05
                     65,                0.60332,                0.89827,                 1.1963,                0.94262,                0.39961,                0.42833,                0.32117,                 1.8205,                 2.4032,                 1.5815,             2.7905e-05,             2.7905e-05,             2.7905e-05
                     66,                0.69289,                 1.1821,                 1.1051,                0.94188,                0.39985,                0.42787,                0.31789,                 1.8007,                 2.3604,                 1.5306,             2.7575e-05,             2.7575e-05,             2.7575e-05
                     67,                0.75328,                 1.1203,                 1.1044,                0.94188,                0.39985,                0.42787,                0.31789,                 1.8007,                 2.3604,                 1.5306,             2.7222e-05,             2.7222e-05,             2.7222e-05
                     68,                 1.0317,                 2.0836,                 1.4354,                0.94188,                0.39985,                0.42787,                0.31789,                 1.8007,                 2.3604,                 1.5306,             2.6845e-05,             2.6845e-05,             2.6845e-05
                     69,                 0.6895,                 1.0872,                 1.1837,                0.94254,                0.39974,                0.42944,                0.30129,                 1.7792,                 2.3305,                 1.5114,             2.6445e-05,             2.6445e-05,             2.6445e-05
                     70,                0.98226,                 1.0268,                 1.4345,                0.94254,                0.39974,                0.42944,                0.30129,                 1.7792,                 2.3305,                 1.5114,             2.6021e-05,             2.6021e-05,             2.6021e-05
                     71,                 1.0006,                 1.4209,                 1.3808,                0.94254,                0.39974,                0.42944,                0.30129,                 1.7792,                 2.3305,                 1.5114,             2.5573e-05,             2.5573e-05,             2.5573e-05
                     72,                0.64985,                 0.6753,                 1.0964,                 0.9437,                0.39964,                0.42831,                0.30099,                 1.7939,                 2.3334,                 1.5227,             2.5102e-05,             2.5102e-05,             2.5102e-05
                     73,                0.71923,                 1.0358,                 1.0813,                 0.9437,                0.39964,                0.42831,                0.30099,                 1.7939,                 2.3334,                 1.5227,             2.4607e-05,             2.4607e-05,             2.4607e-05
                     74,                0.72941,                 0.7149,                 1.1982,                 0.9437,                0.39964,                0.42831,                0.30099,                 1.7939,                 2.3334,                 1.5227,             2.4089e-05,             2.4089e-05,             2.4089e-05
                     75,                0.74472,                0.59297,                 1.1574,                0.94304,                    0.4,                0.43053,                 0.3051,                 1.8042,                  2.329,                 1.5356,             2.3547e-05,             2.3547e-05,             2.3547e-05
                     76,                0.60106,                0.98089,                 1.1391,                0.94304,                    0.4,                0.43053,                 0.3051,                 1.8042,                  2.329,                 1.5356,             2.2982e-05,             2.2982e-05,             2.2982e-05
                     77,                0.66511,                0.67624,                 1.1187,                0.94304,                    0.4,                0.43053,                 0.3051,                 1.8042,                  2.329,                 1.5356,             2.2393e-05,             2.2393e-05,             2.2393e-05
                     78,                0.89377,                 1.1984,                 1.2161,                0.93666,                0.40302,                0.43343,                0.30451,                 1.7977,                 2.3159,                 1.5282,              2.178e-05,              2.178e-05,              2.178e-05
                     79,                0.55877,                0.75155,                 1.1063,                0.93666,                0.40302,                0.43343,                0.30451,                 1.7977,                 2.3159,                 1.5282,             2.1144e-05,             2.1144e-05,             2.1144e-05
                     80,                0.69487,                0.83793,                 1.1346,                0.93666,                0.40302,                0.43343,                0.30451,                 1.7977,                 2.3159,                 1.5282,             2.0485e-05,             2.0485e-05,             2.0485e-05
                     81,                0.52084,                0.48545,                0.99319,                0.94088,                    0.4,                0.43084,                0.29536,                  1.827,                 2.3364,                 1.5503,             1.9802e-05,             1.9802e-05,             1.9802e-05
                     82,                 0.7685,                0.71307,                 1.1636,                0.94088,                    0.4,                0.43084,                0.29536,                  1.827,                 2.3364,                 1.5503,             1.9095e-05,             1.9095e-05,             1.9095e-05
                     83,                0.79282,                0.88326,                 1.2108,                0.94088,                    0.4,                0.43084,                0.29536,                  1.827,                 2.3364,                 1.5503,             1.8365e-05,             1.8365e-05,             1.8365e-05
                     84,                0.65424,                 0.6796,                 1.0605,                0.93881,                    0.4,                0.43065,                0.29453,                 1.8189,                 2.3547,                 1.5385,             1.7611e-05,             1.7611e-05,             1.7611e-05
                     85,                0.65925,                0.74569,                 1.0958,                0.93881,                    0.4,                0.43065,                0.29453,                 1.8189,                 2.3547,                 1.5385,             1.6833e-05,             1.6833e-05,             1.6833e-05
                     86,                0.68435,                0.77635,                0.99287,                0.93881,                    0.4,                0.43065,                0.29453,                 1.8189,                 2.3547,                 1.5385,             1.6032e-05,             1.6032e-05,             1.6032e-05
                     87,                0.77422,                 1.1397,                 1.2064,                0.93881,                    0.4,                0.43065,                0.29453,                 1.8189,                 2.3547,                 1.5385,             1.5208e-05,             1.5208e-05,             1.5208e-05
                     88,                0.60492,                0.73968,                 1.1067,                0.93353,                    0.4,                0.43117,                0.29743,                 1.8038,                  2.343,                 1.5232,              1.436e-05,              1.436e-05,              1.436e-05
                     89,                0.93703,                0.95482,                 1.3492,                0.93353,                    0.4,                0.43117,                0.29743,                 1.8038,                  2.343,                 1.5232,             1.3488e-05,             1.3488e-05,             1.3488e-05
                     90,                0.80937,                0.95853,                 1.1977,                0.93353,                    0.4,                0.43117,                0.29743,                 1.8038,                  2.343,                 1.5232,             1.2593e-05,             1.2593e-05,             1.2593e-05
                     91,                0.64362,                0.82119,                 1.1625,                0.93353,                    0.4,                0.43117,                0.29743,                 1.8038,                  2.343,                 1.5232,             1.1674e-05,             1.1674e-05,             1.1674e-05
                     92,                0.60316,                 0.7192,                 1.1116,                0.94084,                    0.4,                0.43018,                0.29706,                 1.8284,                 2.3648,                 1.5618,             1.0732e-05,             1.0732e-05,             1.0732e-05
                     93,                0.55612,                0.57026,                 1.0402,                0.94084,                    0.4,                0.43018,                0.29706,                 1.8284,                 2.3648,                 1.5618,             9.7656e-06,             9.7656e-06,             9.7656e-06
                     94,                0.50699,                0.52552,                0.99035,                0.94084,                    0.4,                0.43018,                0.29706,                 1.8284,                 2.3648,                 1.5618,             8.7761e-06,             8.7761e-06,             8.7761e-06
                     95,                0.60559,                0.51999,                 0.9542,                0.94084,                    0.4,                0.43018,                0.29706,                 1.8284,                 2.3648,                 1.5618,             7.7631e-06,             7.7631e-06,             7.7631e-06
                     96,                 0.6767,                0.65629,                 1.0798,                0.94777,                 0.3977,                0.42661,                0.30331,                 1.7662,                  2.351,                 1.4943,             6.7265e-06,             6.7265e-06,             6.7265e-06
                     97,                0.53597,                0.46743,                 1.0236,                0.94777,                 0.3977,                0.42661,                0.30331,                 1.7662,                  2.351,                 1.4943,             5.6663e-06,             5.6663e-06,             5.6663e-06
                     98,                0.44479,                0.51288,                0.92202,                0.94777,                 0.3977,                0.42661,                0.30331,                 1.7662,                  2.351,                 1.4943,             4.5826e-06,             4.5826e-06,             4.5826e-06
                     99,                0.62293,                0.62925,                0.90454,                0.94777,                 0.3977,                0.42661,                0.30331,                 1.7662,                  2.351,                 1.4943,             3.4753e-06,             3.4753e-06,             3.4753e-06
                    100,                0.60131,                0.60733,                 1.1309,                0.94462,                0.39896,                0.42736,                0.31845,                   1.79,                 2.4022,                 1.5259,             2.3444e-06,             2.3444e-06,             2.3444e-06
